1, 0.3211981676, 0.3890303476, 0.3211981676
2, 0.0801261572, 0.1742389499, 0.0002311797
3, 0.0356103926, 0.1116861880, 0.0000269363
4, 0.0200396423, 0.0820871546, 0.0000276331
5, 0.0128343405, 0.0648629535, 0.0000276345
6, 0.0089208105, 0.0536028945, 0.0000276345
7, 0.0065612324, 0.0456690258, 0.0000276345
8, 0.0050298389, 0.0397782288, 0.0000276345
9, 0.0039799493, 0.0352318108, 0.0000276345
10, 0.0032289839, 0.0316169201, 0.0000276345
11, 0.0026733621, 0.0286739872, 0.0000276345
12, 0.0022507706, 0.0262316519, 0.0000276345
13, 0.0019218977, 0.0241722379, 0.0000276345
14, 0.0016609487, 0.0224122623, 0.0000276345
15, 0.0014504295, 0.0208908597, 0.0000276345
16, 0.0012781356, 0.0195626104, 0.0000276345
17, 0.0011353431, 0.0183929339, 0.0000276345
18, 0.0010156820, 0.0173550379, 0.0000276345
19, 0.0009144130, 0.0164278433, 0.0000276345
20, 0.0008279514, 0.0155945384, 0.0000276345
21, 0.0007535449, 0.0148415511, 0.0000276345
22, 0.0006890524, 0.0141578047, 0.0000276345
23, 0.0006327878, 0.0135341694, 0.0000276345
24, 0.0005834087, 0.0129630530, 0.0000276345
25, 0.0005398357, 0.0124380899, 0.0000276345
